,empty_slots,free_bikes,station_id,latitude,longitude,station_name,poi_id,poi_name,review_count,rating,price,distance,full_address
60,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,bHecMQ85o3ayw1t9hRA90g,The French,98.0,4.0,3,734.6326065367784,"['37 King William Street', 'Hamilton, ON L8R 1A1', 'Canada']"
61,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,752Fv2jKafftvoS3Twkqyg,Hambrgr,202.0,4.0,2,772.6327741347689,"['49 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']"
62,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,h2mI1wBIK1PyaNupaL58gw,The Mule,179.0,4.0,2,758.9548255749228,"['41 King William Street', 'Hamilton, ON L8R 1A2', 'Canada']"
63,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,CH4A4Aa--t0A7bP1VfkMrA,Charred Chicken,118.0,4.0,2,441.8086991216216,"['244 James Street N', 'Hamilton, ON L8R 2L2', 'Canada']"
64,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,EGutBSi1dgdaJoLu-LdsTw,August 8,123.0,4.0,2,564.1628112852386,"['1 Wilson Street', 'Suite 12', 'Hamilton, ON L8R', 'Canada']"
65,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,xwVB61hW9rpyp6wALR4Apg,Berkeley North,42.0,4.5,3,724.3432431105293,"['31 King William Street', 'Hamilton, ON L8R 1A1', 'Canada']"
66,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,KlShqEAvqRFUYJafx56tkQ,Pho Hamilton,6.0,4.5,0,227.30243637776735,"['115 Park Street N', 'Hamilton, ON L8R 2N2', 'Canada']"
67,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,iAxN1bz9JBSG_S1naWHNuw,The Burnt Tongue,89.0,4.0,1,490.1483046390419,"['10 Cannon St E', 'Hamilton, ON L8L 1Z5', 'Canada']"
68,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,RRnbO5NZq716CC8emwWedg,Mulberry Coffeehouse,76.0,4.0,2,420.35241691772006,"['193 James Street N', 'Hamilton, ON L8R 2L2', 'Canada']"
69,9,4,b933317ff2861c45aacbea4cbf4b541f,43.263198441574474,-79.87180307507515,Bay at Mulberry,TxrfCuyQThzsFUlcFqdqSw,Saint James Espresso Bar & Eatery,57.0,4.5,2,461.2000937322374,"['170 James Street N', 'Hamilton, ON L8R 2L1', 'Canada']"
