,poi_id,name,review_count,rating,price,distance,full_address,station_id
5,XqZOIEbNX7mdIg1Cwb1RWw,Famous Recipe,9.0,5.0,,1082.67217187554,"['158 King Street W', 'Hamilton, ON L8P 1A6', 'Canada']",5abbf86662e318c18e2e8eb448f2e5c8
6,KlShqEAvqRFUYJafx56tkQ,Pho Hamilton,6.0,4.5,,1040.922733377439,"['115 Park Street N', 'Hamilton, ON L8R 2N2', 'Canada']",5abbf86662e318c18e2e8eb448f2e5c8
7,Fkm6WTO7-auG5V4NtzpvRA,Amigos,14.0,4.5,,898.4072002398989,"['109 George Street', 'Hamilton, ON L8P 1E3', 'Canada']",5abbf86662e318c18e2e8eb448f2e5c8
8,ZgoVlQmApvjWt-0evoeoGQ,Moodys,13.0,4.0,,904.0799684026875,"['107 George Street', 'Hamilton, ON L8P 1E3', 'Canada']",5abbf86662e318c18e2e8eb448f2e5c8
9,AzI0Gtzjf5iWjstaNUGR-Q,Stonewalls Restaurant,36.0,2.5,$$,426.09181704263517,"['339 York Boulevard', 'Hamilton, ON L8R 2X9', 'Canada']",5abbf86662e318c18e2e8eb448f2e5c8
10,BcOccyfjH_pfu8Z871iSEQ,Ark and Anchor,14.0,4.5,$$,791.2229958671792,"['300 King Street W', 'Hamilton, ON L8P 1B1', 'Canada']",5abbf86662e318c18e2e8eb448f2e5c8
11,i8nQA6qFkr3TmSCZ1ukbGQ,Electric Diner,17.0,3.5,,896.1196954420078,"['96 George Street', 'Hamilton, ON L8P 3M8', 'Canada']",5abbf86662e318c18e2e8eb448f2e5c8
12,EmaHgp6Asne9crfA1XFPzA,Shehnai Restaurant Authentic Indian Cuisine,32.0,3.0,$$,889.9647044271316,"['447 Main Street W', 'Hamilton, ON L8P 1K5', 'Canada']",5abbf86662e318c18e2e8eb448f2e5c8
13,1E7ww2xRfk6GKEw5HRg4qg,Papagayo Restaurant,10.0,4.0,$$,893.5072667767167,"['246 King Street W', 'Hamilton, ON L8P 1A9', 'Canada']",5abbf86662e318c18e2e8eb448f2e5c8
14,MjSGD6_U9vC6UTVvtzcElg,Victoria’s Restaurant,5.0,4.0,,564.3863233785714,"['470 Main Street W', 'Hamilton, ON L8P 1B7', 'Canada']",5abbf86662e318c18e2e8eb448f2e5c8
15,oOxuBeVcfyEExUn2d_FO0A,Smoke's Poutinerie,38.0,3.5,$,866.3715912299242,"['112 George Street', 'Hamilton, ON L8P 1E3', 'Canada']",5abbf86662e318c18e2e8eb448f2e5c8
16,7LaTBlqKxftS-Or25dGGjQ,Bastoni's Shawarma & Grill,21.0,4.0,,916.2319779186771,"['234 King Street W', 'Hamilton, ON L8P 1A9', 'Canada']",5abbf86662e318c18e2e8eb448f2e5c8
17,iNswooJmWC80FjUru0E-XA,Frank & Teresa's Anchor Bar,47.0,2.5,$$,1131.2149766835669,"['120 King Street W', 'Hamilton, ON L8P 1A1', 'Canada']",5abbf86662e318c18e2e8eb448f2e5c8
18,9WQsmsXdmTRsoeRcz-Ujsw,McQueen's Banh Mi Viet,7.0,4.5,,484.5305947729519,"['103 Queen Street N', 'Hamilton, ON L8R 2V5', 'Canada']",5abbf86662e318c18e2e8eb448f2e5c8
19,sNK5Y6JCT5alpLyvjDPceA,The George Hamilton,20.0,3.5,$$,1082.140823363593,"['152 King Street W', 'Hamilton, ON L8P 1A6', 'Canada']",5abbf86662e318c18e2e8eb448f2e5c8
0,Q4oLgsU62VPR28pBm0vCXw,Earth To Table : Bread Bar,293.0,4.0,$$,524.5157710093935,"['258 Locke Street S', 'Hamilton, ON L8P 4B9', 'Canada']",17dcbb977faa236652d5f039ee54eab5
1,6F_TjwC8F3OG_q1lGxgMFg,Aberdeen Tavern,78.0,4.0,$$$,832.030248448916,"['432 Aberdeen Avenue', 'Hamilton, ON L8P 2S2', 'Canada']",17dcbb977faa236652d5f039ee54eab5
2,o_CBe1ZQs6kj-Aet2qmL5A,Planted in Hamilton,37.0,4.5,$$,649.1488678927285,"['211 Locke Street S', 'Hamilton, ON L8P 4B6', 'Canada']",17dcbb977faa236652d5f039ee54eab5
3,uy_vkyImATNvWYzbUCOxyQ,The Burnt Tongue,41.0,4.5,$$,771.1034940872629,"['182 Locke Street S', 'Hamilton, ON L8P 4B3', 'Canada']",17dcbb977faa236652d5f039ee54eab5
4,zH1IGA8_naVKv4WDqvSOIg,The West Town Bar & Grill,49.0,3.5,$$,667.9781734005904,"['214 Locke Street S', 'Hamilton, ON L8P 4B4', 'Canada']",17dcbb977faa236652d5f039ee54eab5
5,xUy8292rGVB_picXiGeQoQ,Bronzie's Place,28.0,4.5,$$,1011.5691021934163,"['201 James Street S', 'Hamilton, ON L8P 3A8', 'Canada']",17dcbb977faa236652d5f039ee54eab5
6,wNHa-Hze5WuGQjFG9aqdFw,Tomah,7.0,5.0,,779.7617134847628,"['132 Queen Street S', 'Hamilton, ON L8P 3S2', 'Canada']",17dcbb977faa236652d5f039ee54eab5
7,GIjr9JsXwtUAWhTFo9VBHg,Peruviano,4.0,4.5,,536.40168813283,"['254 Locke Street S', 'Hamilton, ON L8P 4B9', 'Canada']",17dcbb977faa236652d5f039ee54eab5
8,71IHvl03cYIvtEk_vjfjCg,One Duke Tavern,23.0,3.5,$$,1004.7955812124634,"['1 Duke Street', 'Hamilton, ON L8P 1W9', 'Canada']",17dcbb977faa236652d5f039ee54eab5
9,G6IQ3GGuJqR0CzPShjrvHg,Cake & Loaf Bakery,24.0,4.0,$$,775.5517926546808,"['321 Dundurn Street S', 'Hamilton, ON L8P 2M5', 'Canada']",17dcbb977faa236652d5f039ee54eab5
10,edfrEb-q4HkKIh0pv-bxcA,Queen's Pizza & Wings,58.0,2.5,$,600.4378097971313,"['178 Queen Street S', 'Hamilton, ON L8P 3S7', 'Canada']",17dcbb977faa236652d5f039ee54eab5
11,iw93YnBbQg8LOguSQy0tiA,Odds Bar,4.0,4.0,,1049.9457747415881,"['164 James Street S', 'Hamilton, ON L8P 3A2', 'Canada']",17dcbb977faa236652d5f039ee54eab5
12,FoDP0xRLSSwoUV5NAGchng,Firth's Celtic Pub,4.0,4.5,$$,1054.2516275426767,"['543 Upper James Street', 'Hamilton, ON L9C 2Y5', 'Canada']",17dcbb977faa236652d5f039ee54eab5
13,GL_qt7r-Cj078pGDbBpToA,Rustic Reuben,6.0,5.0,,1036.146011973739,"['180 James Street South', 'Hamilton, ON L8P 4V1', 'Canada']",17dcbb977faa236652d5f039ee54eab5
14,fSDLTksnphwPJ4ZXHbxYIQ,Royal Pizza & Wings,21.0,3.5,$,1007.6999845693667,"['180 James Street S', 'Hamilton, ON L8P 4V1', 'Canada']",17dcbb977faa236652d5f039ee54eab5
15,kNn6nu55-0DYEwfG-XGGKw,La Piazza Allegra,8.0,3.5,$$,1007.6999845693667,"['180 James Street S', 'Hamilton, ON L8P 4V1', 'Canada']",17dcbb977faa236652d5f039ee54eab5
16,SRn16jLAA0DD88FGywZk9A,CIMA Enoteca,17.0,3.5,,726.7999815776366,"['190 Locke Street S', 'Hamilton, ON L8P 4B4', 'Canada']",17dcbb977faa236652d5f039ee54eab5
17,ZaMb6z2cD47eQLKRqjkxng,BN Local,1.0,5.0,,782.3414823605169,"['303 Dundurn Street S', 'Hamilton, ON L8P 4L4', 'Canada']",17dcbb977faa236652d5f039ee54eab5
18,YBi5k9aeRpi8PczZd3VazA,Glow Juicery,3.0,4.5,,733.2394463171954,"['35 Pine Street', 'Hamilton, ON L8P 2A2', 'Canada']",17dcbb977faa236652d5f039ee54eab5
19,dStxAm_cBxyBSXeoUCRxZg,Ye Old Squire,3.0,2.5,,621.8889445659772,"['225 Locke Street S', 'Hamilton, ON L8P 4B6', 'Canada']",17dcbb977faa236652d5f039ee54eab5
0,uy_vkyImATNvWYzbUCOxyQ,The Burnt Tongue,41.0,4.5,$$,780.575406987718,"['182 Locke Street S', 'Hamilton, ON L8P 4B3', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
1,o_CBe1ZQs6kj-Aet2qmL5A,Planted in Hamilton,37.0,4.5,$$,903.0348171641537,"['211 Locke Street S', 'Hamilton, ON L8P 4B6', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
2,vqyK2q3zJ74TIT1-7Bf3Tg,La Luna,65.0,4.0,$$,837.444023365939,"['306 King Street W', 'Hamilton, ON L8P 1B1', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
3,ouKTL8ajZ2BGPRf33xwGWA,Pho Nhung,18.0,4.5,,827.3967875367179,"['85 Queen St N', 'Hamilton, ON L8R 2V5', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
4,EmaHgp6Asne9crfA1XFPzA,Shehnai Restaurant Authentic Indian Cuisine,32.0,3.0,$$,349.99394206064534,"['447 Main Street W', 'Hamilton, ON L8P 1K5', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
5,hokatJ4ORfrw_4dClPC16Q,Pho Lac Vien,19.0,4.0,$,658.3526918491983,"['430 York Boulevard', 'Hamilton, ON L8R 3K8', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
6,zH1IGA8_naVKv4WDqvSOIg,The West Town Bar & Grill,49.0,3.5,$$,888.0005035099745,"['214 Locke Street S', 'Hamilton, ON L8P 4B4', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
7,wNHa-Hze5WuGQjFG9aqdFw,Tomah,7.0,5.0,,976.837295273747,"['132 Queen Street S', 'Hamilton, ON L8P 3S2', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
8,dxsrhzpSxY9wDGbZxhIjHQ,The Coop,43.0,4.0,$$,928.0933316174926,"['274-274 King Street W', 'Hamilton, ON L8P 1J6', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
9,0vw6fL9m6j_9U4vonPKwGg,Buona Vita Pizza,13.0,4.5,$,842.8326927121814,"['82 Queen Street  N', 'Hamilton, ON L8R 2V4', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
10,Fkm6WTO7-auG5V4NtzpvRA,Amigos,14.0,4.5,,888.1370081539029,"['109 George Street', 'Hamilton, ON L8P 1E3', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
11,ck9wVogpnUx1JD1PZiZ5wQ,Mr. Dumpling Express,13.0,2.5,$,232.51799240228854,"['50 Dundurn Street', 'Hamilton, ON L8P 4W3', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
12,zkPYaZka8B3tD85OaE_-3A,People Under The Staircase,1.0,5.0,,86.63781375380174,"['27 Dundurn Street N', 'Hamilton, ON L8R 3C9', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
13,ZgoVlQmApvjWt-0evoeoGQ,Moodys,13.0,4.0,,897.3318765991545,"['107 George Street', 'Hamilton, ON L8P 1E3', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
14,v1hfabplC-E7jw51UVDC5A,McDonald's,15.0,3.0,$,289.7802206348942,"['50 Dundurn Street South', 'Hamilton, ON L8P 4W3', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
15,MjSGD6_U9vC6UTVvtzcElg,Victoria’s Restaurant,5.0,4.0,,417.6840899791279,"['470 Main Street W', 'Hamilton, ON L8P 1B7', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
16,i8nQA6qFkr3TmSCZ1ukbGQ,Electric Diner,17.0,3.5,,921.9987592752433,"['96 George Street', 'Hamilton, ON L8P 3M8', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
17,BcOccyfjH_pfu8Z871iSEQ,Ark and Anchor,14.0,4.5,$$,863.3834075376711,"['300 King Street W', 'Hamilton, ON L8P 1B1', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
18,1E7ww2xRfk6GKEw5HRg4qg,Papagayo Restaurant,10.0,4.0,$$,1008.5558903540996,"['246 King Street W', 'Hamilton, ON L8P 1A9', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
19,AzI0Gtzjf5iWjstaNUGR-Q,Stonewalls Restaurant,36.0,2.5,$$,778.0136215477444,"['339 York Boulevard', 'Hamilton, ON L8R 2X9', 'Canada']",dff4dd3a682e5fd806a7004a34f166e4
0,Q4oLgsU62VPR28pBm0vCXw,Earth To Table : Bread Bar,293.0,4.0,$$,775.7576481810057,"['258 Locke Street S', 'Hamilton, ON L8P 4B9', 'Canada']",34e98e408d0478448d774f24fbb9105a
1,6F_TjwC8F3OG_q1lGxgMFg,Aberdeen Tavern,78.0,4.0,$$$,991.801664682941,"['432 Aberdeen Avenue', 'Hamilton, ON L8P 2S2', 'Canada']",34e98e408d0478448d774f24fbb9105a
2,uy_vkyImATNvWYzbUCOxyQ,The Burnt Tongue,41.0,4.5,$$,534.3282637589492,"['182 Locke Street S', 'Hamilton, ON L8P 4B3', 'Canada']",34e98e408d0478448d774f24fbb9105a
3,EmaHgp6Asne9crfA1XFPzA,Shehnai Restaurant Authentic Indian Cuisine,32.0,3.0,$$,103.12412684776366,"['447 Main Street W', 'Hamilton, ON L8P 1K5', 'Canada']",34e98e408d0478448d774f24fbb9105a
4,o_CBe1ZQs6kj-Aet2qmL5A,Planted in Hamilton,37.0,4.5,$$,643.6133535886971,"['211 Locke Street S', 'Hamilton, ON L8P 4B6', 'Canada']",34e98e408d0478448d774f24fbb9105a
5,vqyK2q3zJ74TIT1-7Bf3Tg,La Luna,65.0,4.0,$$,868.6400778184858,"['306 King Street W', 'Hamilton, ON L8P 1B1', 'Canada']",34e98e408d0478448d774f24fbb9105a
6,ouKTL8ajZ2BGPRf33xwGWA,Pho Nhung,18.0,4.5,,961.1137583950617,"['85 Queen St N', 'Hamilton, ON L8R 2V5', 'Canada']",34e98e408d0478448d774f24fbb9105a
7,zH1IGA8_naVKv4WDqvSOIg,The West Town Bar & Grill,49.0,3.5,$$,620.044269787164,"['214 Locke Street S', 'Hamilton, ON L8P 4B4', 'Canada']",34e98e408d0478448d774f24fbb9105a
8,hokatJ4ORfrw_4dClPC16Q,Pho Lac Vien,19.0,4.0,$,920.9365388676298,"['430 York Boulevard', 'Hamilton, ON L8R 3K8', 'Canada']",34e98e408d0478448d774f24fbb9105a
9,wNHa-Hze5WuGQjFG9aqdFw,Tomah,7.0,5.0,,838.7712936664636,"['132 Queen Street S', 'Hamilton, ON L8P 3S2', 'Canada']",34e98e408d0478448d774f24fbb9105a
10,v1hfabplC-E7jw51UVDC5A,McDonald's,15.0,3.0,$,92.9636552144926,"['50 Dundurn Street South', 'Hamilton, ON L8P 4W3', 'Canada']",34e98e408d0478448d774f24fbb9105a
11,dxsrhzpSxY9wDGbZxhIjHQ,The Coop,43.0,4.0,$$,954.9470460486139,"['274-274 King Street W', 'Hamilton, ON L8P 1J6', 'Canada']",34e98e408d0478448d774f24fbb9105a
12,ck9wVogpnUx1JD1PZiZ5wQ,Mr. Dumpling Express,13.0,2.5,$,123.00146693561568,"['50 Dundurn Street', 'Hamilton, ON L8P 4W3', 'Canada']",34e98e408d0478448d774f24fbb9105a
13,Fkm6WTO7-auG5V4NtzpvRA,Amigos,14.0,4.5,,869.5452915789035,"['109 George Street', 'Hamilton, ON L8P 1E3', 'Canada']",34e98e408d0478448d774f24fbb9105a
14,0vw6fL9m6j_9U4vonPKwGg,Buona Vita Pizza,13.0,4.5,$,977.1644425765595,"['82 Queen Street  N', 'Hamilton, ON L8R 2V4', 'Canada']",34e98e408d0478448d774f24fbb9105a
15,ZgoVlQmApvjWt-0evoeoGQ,Moodys,13.0,4.0,,878.8405553544195,"['107 George Street', 'Hamilton, ON L8P 1E3', 'Canada']",34e98e408d0478448d774f24fbb9105a
16,GIjr9JsXwtUAWhTFo9VBHg,Peruviano,4.0,4.5,,761.3879628561928,"['254 Locke Street S', 'Hamilton, ON L8P 4B9', 'Canada']",34e98e408d0478448d774f24fbb9105a
17,i8nQA6qFkr3TmSCZ1ukbGQ,Electric Diner,17.0,3.5,,916.3808198394786,"['96 George Street', 'Hamilton, ON L8P 3M8', 'Canada']",34e98e408d0478448d774f24fbb9105a
18,BcOccyfjH_pfu8Z871iSEQ,Ark and Anchor,14.0,4.5,$$,893.6844362557816,"['300 King Street W', 'Hamilton, ON L8P 1B1', 'Canada']",34e98e408d0478448d774f24fbb9105a
19,MjSGD6_U9vC6UTVvtzcElg,Victoria’s Restaurant,5.0,4.0,,503.2858076600559,"['470 Main Street W', 'Hamilton, ON L8P 1B7', 'Canada']",34e98e408d0478448d774f24fbb9105a
0,Q4oLgsU62VPR28pBm0vCXw,Earth To Table : Bread Bar,293.0,4.0,$$,384.46554286258527,"['258 Locke Street S', 'Hamilton, ON L8P 4B9', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
1,6F_TjwC8F3OG_q1lGxgMFg,Aberdeen Tavern,78.0,4.0,$$$,441.4395077811692,"['432 Aberdeen Avenue', 'Hamilton, ON L8P 2S2', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
2,uy_vkyImATNvWYzbUCOxyQ,The Burnt Tongue,41.0,4.5,$$,428.94757383160515,"['182 Locke Street S', 'Hamilton, ON L8P 4B3', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
3,o_CBe1ZQs6kj-Aet2qmL5A,Planted in Hamilton,37.0,4.5,$$,419.69789628910337,"['211 Locke Street S', 'Hamilton, ON L8P 4B6', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
4,zH1IGA8_naVKv4WDqvSOIg,The West Town Bar & Grill,49.0,3.5,$$,379.8906507844625,"['214 Locke Street S', 'Hamilton, ON L8P 4B4', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
5,G6IQ3GGuJqR0CzPShjrvHg,Cake & Loaf Bakery,24.0,4.0,$$,325.5409335879199,"['321 Dundurn Street S', 'Hamilton, ON L8P 2M5', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
6,GIjr9JsXwtUAWhTFo9VBHg,Peruviano,4.0,4.5,,378.8211398751736,"['254 Locke Street S', 'Hamilton, ON L8P 4B9', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
7,wNHa-Hze5WuGQjFG9aqdFw,Tomah,7.0,5.0,,836.4143446152415,"['132 Queen Street S', 'Hamilton, ON L8P 3S2', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
8,Fkm6WTO7-auG5V4NtzpvRA,Amigos,14.0,4.5,,1060.691347465506,"['109 George Street', 'Hamilton, ON L8P 1E3', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
9,EmaHgp6Asne9crfA1XFPzA,Shehnai Restaurant Authentic Indian Cuisine,32.0,3.0,$$,545.8115508689555,"['447 Main Street W', 'Hamilton, ON L8P 1K5', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
10,ZaMb6z2cD47eQLKRqjkxng,BN Local,1.0,5.0,,262.24299076705427,"['303 Dundurn Street S', 'Hamilton, ON L8P 4L4', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
11,SRn16jLAA0DD88FGywZk9A,CIMA Enoteca,17.0,3.5,,394.4250940492383,"['190 Locke Street S', 'Hamilton, ON L8P 4B4', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
12,oOxuBeVcfyEExUn2d_FO0A,Smoke's Poutinerie,38.0,3.5,$,1080.7646943096856,"['112 George Street', 'Hamilton, ON L8P 1E3', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
13,PWWQBzHvhdqCERhCbfnsqg,Zarky's Fine Foods On Dundurn,1.0,4.0,,122.20041492754557,"['264 Dundurn Street S', 'Hamilton, ON L8P 4K9', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
14,MjSGD6_U9vC6UTVvtzcElg,Victoria’s Restaurant,5.0,4.0,,920.6188484065854,"['470 Main Street W', 'Hamilton, ON L8P 1B7', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
15,YBi5k9aeRpi8PczZd3VazA,Glow Juicery,3.0,4.5,,434.80562388032604,"['35 Pine Street', 'Hamilton, ON L8P 2A2', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
16,edfrEb-q4HkKIh0pv-bxcA,Queen's Pizza & Wings,58.0,2.5,$,781.2278611532823,"['178 Queen Street S', 'Hamilton, ON L8P 3S7', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
17,dStxAm_cBxyBSXeoUCRxZg,Ye Old Squire,3.0,2.5,,408.23008410097106,"['225 Locke Street S', 'Hamilton, ON L8P 4B6', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
18,v1hfabplC-E7jw51UVDC5A,McDonald's,15.0,3.0,$,610.3213444744102,"['50 Dundurn Street South', 'Hamilton, ON L8P 4W3', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
19,3NdTvkvimiJ8ShpCPmz7QQ,Delirious Burger,2.0,5.0,,425.40949565419413,"['197 Locke Street', 'Hamilton, ON L8P 4B5', 'Canada']",d6c7c14e47cd30a743d379e7e544f2f2
0,c544C_J-M3A30TPeOYXPjg,The Phoenix Bar & Grill,18.0,4.0,$$,96.36271304651919,"['1280 Main Street W', 'Hamilton, ON L8S 4K1', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
1,VUHvOv0gV4S4TbfHK3AmtQ,Pinks,20.0,4.0,$,615.9086848325378,"['1335 Main Street W', 'Hamilton, ON L8S 1C6', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
2,TTg2WCLJ6RVbObGieP3eAw,Joya Sushi,40.0,4.0,$$,1189.3364316332058,"['1685 Main Street W', 'Unit 150', 'Hamilton, ON L8S 1G5', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
3,o-WonoWNOF1sxHBJMtHvnQ,Dough Box,21.0,3.5,,577.489669844938,"['1457 Main Street W', 'Hamilton, ON L8S 1C9', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
4,KrvHV0kJlf8XzVChZHSzJA,Mr  Gao,35.0,3.5,$$,739.2683800713049,"['1561 Main Street W', 'Hamilton, ON L8S 1E6', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
5,6q9ODD89p-EntewcOD8J-Q,Boston Pizza,22.0,3.5,$$,722.1724771720543,"['1563 Main Street W', 'Hamilton, ON L8S 1E6', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
6,RXu4WFIAUdPovJZYKh-n4w,Tally Ho,26.0,4.0,$$,541.9220041643711,"['1536 Main Street W', 'Hamilton, ON L8S 1E4', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
7,z3_0XFA_EHiUD18AnYMGpw,La Piazza,4.0,3.5,,160.5598485486532,"['1280 Main Street W', 'Hamilton, ON L8S 4L8', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
8,t2qF1e6yP0yXT0j0T5rrsg,East Meets West Bistro,2.0,2.5,,49.81326429620097,"['1280 Main Street W', 'Hamilton, ON L8S 4L8', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
9,3xgdFtqUHcRosOnu3-B6fg,Maccheroni Cucina Alfresco,11.0,4.0,$$,616.6528403341644,"['1560 Main Street W', 'Hamilton, ON L8S 1E7', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
10,WU9DVOTIHFwOzUn0yECtMQ,TwelvEighty Bar & Grill,2.0,4.0,,96.36271304651919,"['1280 Main Street W', 'Hamilton, ON L8S 4S4', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
11,dhK4egfr5b_OvQxBrjhwyA,Tim Hortons,3.0,4.5,,377.48546967612003,"['1280 Main St W', 'Cootes Paradise', 'Hamilton, ON L8S 4K1', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
12,ZnDcWEpGFTwMqmXhpCa6fQ,Williams Fresh Cafe,19.0,2.5,$$,674.7754767692761,"['1309 Main Street W', 'Unit A-2', 'Hamilton, ON L8S 1C5', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
13,Wb2uSt9T0fUFCU63qg8-XQ,The Arch Noodle House,17.0,3.5,,674.7754767692761,"['1309 Main Street W', 'Hamilton, ON L8S 1C5', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
14,ahHeOEsxRfbVIi-kArtslg,Prime Pita,3.0,4.5,,676.7504382969919,"['1309 Main St W', 'Hamilton, ON L8S 1C5', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
15,FJKnmkaXYVQBkcYvmYbA-A,Maple Leaf Pancake House,22.0,2.5,$,519.7309342089006,"['1520 Main St W', 'Hamilton, ON L8S 1E3', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
16,PlMY_fB4_n7Ytu84O4bXVQ,Pho Excellent,1.0,5.0,,1025.8385329292678,"['1120 Main Street W', 'Hamilton, ON L8S 1C1', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
17,V3gfaZVKzTfcPyNQICpGfQ,Centro,2.0,3.5,,427.7916782669026,"['1280 Main Street W', '2nd Floor', 'Hamilton, ON L8S 4L8', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
18,wwdgx5JPofuPcdhhH3ZMAA,Taco Del Mar,4.0,3.5,,618.1597901741906,"['1331-1335 Main St W.', 'Hamilton, ON L8S 1C6', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
19,Dfh0WL-LZt_Y9_yvvBYHvw,Sio Shokudo,1.0,5.0,,1136.3733052529544,"['1686 Main Street W', 'Unit 2', 'Hamilton, ON L8S 0A2', 'Canada']",5fd1db2bc0ce16dcc7c983c80fb8ff34
0,VUHvOv0gV4S4TbfHK3AmtQ,Pinks,20.0,4.0,$,339.90012938420114,"['1335 Main Street W', 'Hamilton, ON L8S 1C6', 'Canada']",d87ad3e6e7e39c8680e5da273289126a
1,c544C_J-M3A30TPeOYXPjg,The Phoenix Bar & Grill,18.0,4.0,$$,341.9603032670575,"['1280 Main Street W', 'Hamilton, ON L8S 4K1', 'Canada']",d87ad3e6e7e39c8680e5da273289126a
2,o-WonoWNOF1sxHBJMtHvnQ,Dough Box,21.0,3.5,,577.0906643084197,"['1457 Main Street W', 'Hamilton, ON L8S 1C9', 'Canada']",d87ad3e6e7e39c8680e5da273289126a
3,KrvHV0kJlf8XzVChZHSzJA,Mr  Gao,35.0,3.5,$$,875.6105649006463,"['1561 Main Street W', 'Hamilton, ON L8S 1E6', 'Canada']",d87ad3e6e7e39c8680e5da273289126a
4,Wb3Rs6B5y6Z-5Pdi4-j6tQ,Chung Chun Rice Hot Dog,7.0,5.0,,918.2375517806221,"['1051 King Street W', 'Hamilton, ON L8S 1L6', 'Canada']",d87ad3e6e7e39c8680e5da273289126a
5,RXu4WFIAUdPovJZYKh-n4w,Tally Ho,26.0,4.0,$$,563.0230802521916,"['1536 Main Street W', 'Hamilton, ON L8S 1E4', 'Canada']",d87ad3e6e7e39c8680e5da273289126a
6,6q9ODD89p-EntewcOD8J-Q,Boston Pizza,22.0,3.5,$$,846.8603581966491,"['1563 Main Street W', 'Hamilton, ON L8S 1E6', 'Canada']",d87ad3e6e7e39c8680e5da273289126a
7,ZnDcWEpGFTwMqmXhpCa6fQ,Williams Fresh Cafe,19.0,2.5,$$,364.9853037176275,"['1309 Main Street W', 'Unit A-2', 'Hamilton, ON L8S 1C5', 'Canada']",d87ad3e6e7e39c8680e5da273289126a
8,dhK4egfr5b_OvQxBrjhwyA,Tim Hortons,3.0,4.5,,257.74061683213125,"['1280 Main St W', 'Cootes Paradise', 'Hamilton, ON L8S 4K1', 'Canada']",d87ad3e6e7e39c8680e5da273289126a
9,AhbQMW5iC9jhXNc7gYyH5w,Pita Pit,6.0,5.0,$,868.4156970250866,"['1056 King Street West', 'Hamilton, ON L8S 1L7', 'Canada']",d87ad3e6e7e39c8680e5da273289126a
